effect_edge_id	loop_ref	effect_object_id	effect_role	effect_category	coverage_resolution	policy_status	evidence_kind	evidence_locator	review_mode	parent_metadata_digest	discovery_manifest_digest
effect-edge-133611342123815	loop-078118127529440	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:cf5357e8:1a9271fc:c8ed9cd7:d255ca7a:7e3deaa5:a615c188:0385c45a:22c763b0	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-252937672453274	loop-078118127529440	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:cf5357e8:1a9271fc:c8ed9cd7:d255ca7a:7e3deaa5:a615c188:0385c45a:22c763b0	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-274216520007653	loop-078118127529440	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:cf5357e8:1a9271fc:c8ed9cd7:d255ca7a:7e3deaa5:a615c188:0385c45a:22c763b0	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-028151539688473	loop-078591854839383	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:d241b9dc:19540b80:54f69a06:b2e4ccda:a05b0f02:94e4a54e:b9df4425:6c8241ac	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-174494667397291	loop-078591854839383	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:d241b9dc:19540b80:54f69a06:b2e4ccda:a05b0f02:94e4a54e:b9df4425:6c8241ac	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-005097008110253	loop-078591854839383	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:d241b9dc:19540b80:54f69a06:b2e4ccda:a05b0f02:94e4a54e:b9df4425:6c8241ac	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-268433323889360	loop-078591854839383	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:d241b9dc:19540b80:54f69a06:b2e4ccda:a05b0f02:94e4a54e:b9df4425:6c8241ac	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-022509957061053	loop-078591854839383	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:d241b9dc:19540b80:54f69a06:b2e4ccda:a05b0f02:94e4a54e:b9df4425:6c8241ac	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-246342152633801	loop-078963851611729	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:6b5adaf4:7d0296bb:9e294d97:ace4d396:d3442f23:4826d8d3:510f3836:d9e3bffe	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-164684627849556	loop-078963851611729	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:6b5adaf4:7d0296bb:9e294d97:ace4d396:d3442f23:4826d8d3:510f3836:d9e3bffe	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-221260972878782	loop-078963851611729	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:6b5adaf4:7d0296bb:9e294d97:ace4d396:d3442f23:4826d8d3:510f3836:d9e3bffe	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-149506139806270	loop-078963851611729	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:6b5adaf4:7d0296bb:9e294d97:ace4d396:d3442f23:4826d8d3:510f3836:d9e3bffe	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-089178463057027	loop-078963851611729	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:6b5adaf4:7d0296bb:9e294d97:ace4d396:d3442f23:4826d8d3:510f3836:d9e3bffe	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-068884295511365	loop-079036661421641	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:ca7a0991:2d49b07d:1e2256ec:6fb0754a:9f2c4b7e:459fe44f:dc9ea443:2c6f13c6	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-207773966934354	loop-079036661421641	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:ca7a0991:2d49b07d:1e2256ec:6fb0754a:9f2c4b7e:459fe44f:dc9ea443:2c6f13c6	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-119080019368908	loop-079036661421641	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:ca7a0991:2d49b07d:1e2256ec:6fb0754a:9f2c4b7e:459fe44f:dc9ea443:2c6f13c6	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-205937430000248	loop-079036661421641	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:ca7a0991:2d49b07d:1e2256ec:6fb0754a:9f2c4b7e:459fe44f:dc9ea443:2c6f13c6	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-120982896831108	loop-079036661421641	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:ca7a0991:2d49b07d:1e2256ec:6fb0754a:9f2c4b7e:459fe44f:dc9ea443:2c6f13c6	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-208543967875730	loop-079048526352923	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:24367f06:bc02ee88:a24e085d:14a2ba10:8f694b46:60cab100:13323ab4:5d9e7cdb	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-081811713521964	loop-079048526352923	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:24367f06:bc02ee88:a24e085d:14a2ba10:8f694b46:60cab100:13323ab4:5d9e7cdb	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-022242191862680	loop-079048526352923	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:24367f06:bc02ee88:a24e085d:14a2ba10:8f694b46:60cab100:13323ab4:5d9e7cdb	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-274939230002825	loop-079048526352923	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:24367f06:bc02ee88:a24e085d:14a2ba10:8f694b46:60cab100:13323ab4:5d9e7cdb	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-220478364527130	loop-079048526352923	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:24367f06:bc02ee88:a24e085d:14a2ba10:8f694b46:60cab100:13323ab4:5d9e7cdb	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-133147618224143	loop-080181074740566	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:9bae4759:480c39a4:b7d630fd:459533a6:9720038d:fad67d82:06bab84c:7b21b061	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-014314051499560	loop-080181074740566	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:9bae4759:480c39a4:b7d630fd:459533a6:9720038d:fad67d82:06bab84c:7b21b061	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-036712727492564	loop-080181074740566	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:9bae4759:480c39a4:b7d630fd:459533a6:9720038d:fad67d82:06bab84c:7b21b061	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-099936676656487	loop-080181074740566	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:9bae4759:480c39a4:b7d630fd:459533a6:9720038d:fad67d82:06bab84c:7b21b061	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-083143000763004	loop-080181074740566	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:9bae4759:480c39a4:b7d630fd:459533a6:9720038d:fad67d82:06bab84c:7b21b061	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-274038080209255	loop-081835830091744	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:abca1c4f:e69d5ec0:370e207d:a371ab90:a730aad5:790ee32a:2aae68ea:bd5b8d7d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-212294334837454	loop-081835830091744	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:abca1c4f:e69d5ec0:370e207d:a371ab90:a730aad5:790ee32a:2aae68ea:bd5b8d7d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-009487436646786	loop-081835830091744	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:abca1c4f:e69d5ec0:370e207d:a371ab90:a730aad5:790ee32a:2aae68ea:bd5b8d7d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-188109082851958	loop-081835830091744	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:abca1c4f:e69d5ec0:370e207d:a371ab90:a730aad5:790ee32a:2aae68ea:bd5b8d7d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-047847257768592	loop-081835830091744	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:abca1c4f:e69d5ec0:370e207d:a371ab90:a730aad5:790ee32a:2aae68ea:bd5b8d7d	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-069263817805032	loop-082409527312083	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:70f2d8c2:4fb43ab5:7146a385:eb61006d:3d5a2266:f5cdde66:d42923b3:ae571491	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-114980397217795	loop-082409527312083	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:70f2d8c2:4fb43ab5:7146a385:eb61006d:3d5a2266:f5cdde66:d42923b3:ae571491	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-159561720743930	loop-082409527312083	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:70f2d8c2:4fb43ab5:7146a385:eb61006d:3d5a2266:f5cdde66:d42923b3:ae571491	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-101480520774653	loop-082409527312083	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:70f2d8c2:4fb43ab5:7146a385:eb61006d:3d5a2266:f5cdde66:d42923b3:ae571491	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-122347830109202	loop-082409527312083	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:70f2d8c2:4fb43ab5:7146a385:eb61006d:3d5a2266:f5cdde66:d42923b3:ae571491	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-042982107888368	loop-083827364278410	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:0e6ff55f:72e581f1:219e0c68:f5b1dd82:024cc04c:587d75ff:77b3ed9e:22dd1b3c	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-234021135428930	loop-083827364278410	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:0e6ff55f:72e581f1:219e0c68:f5b1dd82:024cc04c:587d75ff:77b3ed9e:22dd1b3c	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-083083046584789	loop-083827364278410	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:0e6ff55f:72e581f1:219e0c68:f5b1dd82:024cc04c:587d75ff:77b3ed9e:22dd1b3c	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-193189856338831	loop-083827364278410	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:0e6ff55f:72e581f1:219e0c68:f5b1dd82:024cc04c:587d75ff:77b3ed9e:22dd1b3c	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-010513425079921	loop-083827364278410	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:0e6ff55f:72e581f1:219e0c68:f5b1dd82:024cc04c:587d75ff:77b3ed9e:22dd1b3c	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-245086672700851	loop-083995369247049	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:f8c9f7e1:c3ba7a90:e4eb3e81:e2fc97bf:28956a89:213a6180:2357e5d2:583fc3a0	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-057871585545082	loop-083995369247049	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:f8c9f7e1:c3ba7a90:e4eb3e81:e2fc97bf:28956a89:213a6180:2357e5d2:583fc3a0	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-155847532116262	loop-083995369247049	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:f8c9f7e1:c3ba7a90:e4eb3e81:e2fc97bf:28956a89:213a6180:2357e5d2:583fc3a0	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-048688163221606	loop-083995369247049	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:f8c9f7e1:c3ba7a90:e4eb3e81:e2fc97bf:28956a89:213a6180:2357e5d2:583fc3a0	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-167693636506374	loop-083995369247049	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:f8c9f7e1:c3ba7a90:e4eb3e81:e2fc97bf:28956a89:213a6180:2357e5d2:583fc3a0	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-225534392501452	loop-085565440864862	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:129fe1fe:ddce94bd:03b28b9d:879536be:70041959:b2ae7f95:71e548b5:2e1b90f6	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-142290914440502	loop-085565440864862	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:129fe1fe:ddce94bd:03b28b9d:879536be:70041959:b2ae7f95:71e548b5:2e1b90f6	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-008226567395123	loop-085565440864862	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:129fe1fe:ddce94bd:03b28b9d:879536be:70041959:b2ae7f95:71e548b5:2e1b90f6	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-157826840584866	loop-085565440864862	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:129fe1fe:ddce94bd:03b28b9d:879536be:70041959:b2ae7f95:71e548b5:2e1b90f6	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-213044162436459	loop-085565440864862	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:129fe1fe:ddce94bd:03b28b9d:879536be:70041959:b2ae7f95:71e548b5:2e1b90f6	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-027554057833108	loop-086108685511366	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:f7d4be1e:a92b7a42:95d276f1:2cf07500:0c1ee8e4:e9fd313b:c555ab47:c58f2d14	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-254046306783699	loop-086108685511366	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:f7d4be1e:a92b7a42:95d276f1:2cf07500:0c1ee8e4:e9fd313b:c555ab47:c58f2d14	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-138393955748369	loop-086108685511366	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:f7d4be1e:a92b7a42:95d276f1:2cf07500:0c1ee8e4:e9fd313b:c555ab47:c58f2d14	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-119029586597487	loop-086108685511366	effect-object-242118290869595	category_coverage	render	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:f7d4be1e:a92b7a42:95d276f1:2cf07500:0c1ee8e4:e9fd313b:c555ab47:c58f2d14	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-201803652235068	loop-086108685511366	effect-object-107695997068401	category_coverage	wallet	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:f7d4be1e:a92b7a42:95d276f1:2cf07500:0c1ee8e4:e9fd313b:c555ab47:c58f2d14	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-011356718056757	loop-086783397770178	effect-object-239040216184217	category_coverage	call	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:280b0743:2caf8a19:f4c6d37f:a6ba7e66:a6e3b794:dd2fd97a:e1780b07:3055945b	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-032486791503909	loop-086783397770178	effect-object-233130226191245	category_coverage	mail	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:280b0743:2caf8a19:f4c6d37f:a6ba7e66:a6e3b794:dd2fd97a:e1780b07:3055945b	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
effect-edge-280844142378462	loop-086783397770178	effect-object-196416292935013	category_coverage	post	unverified	unverified	unverified	unverified	candidate_pending_review	sha256:280b0743:2caf8a19:f4c6d37f:a6ba7e66:a6e3b794:dd2fd97a:e1780b07:3055945b	sha256:35ee32b0:ef8e2b1a:6fae6025:6c0eb92b:4135bfe4:d5e13818:e22fe01f:9cdd6930
